Article ID,Article URL,Title,Journal,Authors,Abstract,predict(:)
92357177,https://sysrev.com/p/121730/article/92357177,Effect of home blood pressure telemonitoring and pharmacist management on blood pressure control: a cluster randomized clinical trial,JAMA,"Margolis, KL; Asche, SE; Bergdall, AR; Dehmer, SP; Groen, SE; Kadrmas, HM; Kerby, TJ; Klotzle, KJ; Maciosek, MV; Michels, RD; et al.","IMPORTANCE: Only about half of patients with high blood pressure (BP) in the United States have their BP controlled. Practical, robust, and sustainable models are needed to improve BP control in patients with uncontrolled hypertension. OBJECTIVES: To determine whether an intervention combining home BP telemonitoring with pharmacist case management improves BP control compared with usual care and to determine whether BP control is maintained after the intervention is stopped. DESIGN, SETTING, AND PATIENTS: A cluster randomized clinical trial of 450 adults with uncontrolled BP recruited from 14,692 patients with electronic medical records across 16 primary care clinics in an integrated health system in Minneapolis‐St Paul, Minnesota, with 12 months of intervention and 6 months of postintervention follow‐up. INTERVENTIONS: Eight clinics were randomized to provide usual care to patients (n = 222) and 8 clinics were randomized to provide a telemonitoring intervention (n = 228). Intervention patients received home BP telemonitors and transmitted BP data to pharmacists who adjusted antihypertensive therapy accordingly. MAIN OUTCOMES AND MEASURES: Control of systolic BP to less than 140 mm Hg and diastolic BP to less than 90 mm Hg (<130/80 mm Hg in patients with diabetes or chronic kidney disease) at 6 and 12 months. Secondary outcomes were change in BP, patient satisfaction, and BP control at 18 months (6 months after intervention stopped). RESULTS: At baseline, enrollees were 45% women, 82% white, mean (SD) age was 61.1 (12.0) years, and mean systolic BP was 148 mm Hg and diastolic BP was 85 mm Hg. Blood pressure was controlled at both 6 and 12 months in 57.2% (95% CI, 44.8% to 68.7%) of patients in the telemonitoring intervention group vs 30.0% (95% CI, 23.2% to 37.8%) of patients in the usual care group (P = .001). At 18 months (6 months of postintervention follow‐up), BP was controlled in 71.8% (95% CI, 65.0% to 77.8%) of patients in the telemonitoring intervention group vs 57.1% (95% CI, 51.5% to 62.6%) of patients in the usual care group (P = .003). Compared with the usual care group, systolic BP decreased more from baseline among patients in the telemonitoring intervention group at 6 months (‐10.7 mm Hg [95% CI, ‐14.3 to ‐7.3 mm Hg]; P<.001), at 12 months (‐9.7 mm Hg [95% CI, ‐13.4 to ‐6.0 mm Hg]; P<.001), and at 18 months (‐6.6 mm Hg [95% CI, ‐10.7 to ‐2.5 mm Hg]; P = .004). Compared with the usual care group, diastolic BP decreased more from baseline among patients in the telemonitoring intervention group at 6 months (‐6.0 mm Hg [95% CI, ‐8.6 to ‐3.4 mm Hg]; P<.001), at 12 months (‐5.1 mm Hg [95% CI, ‐7.4 to ‐2.8 mm Hg]; P<.001), and at 18 months (‐3.0 mm Hg [95% CI, ‐6.3 to 0.3 mm Hg]; P = .07). CONCLUSIONS AND RELEVANCE: Home BP telemonitoring and pharmacist case management achieved better BP control compared with usual care during 12 months of intervention that persisted during 6 months of postintervention follow‐up. TRIAL REGISTRATION: clinicaltrials.gov Identifier: NCT00781365.",
92357178,https://sysrev.com/p/121730/article/92357178,Adherence to blood pressure telemonitoring in a cluster-randomized clinical trial,"Journal of clinical hypertension (Greenwich, Conn.)","Kerby, TJ; Asche, SE; Maciosek, MV; O'Connor, PJ; Sperl-Hillen, JM; Margolis, KL","Hypertension is a leading cause of cardiovascular disease and death worldwide. Advances in technology have added telemedicine as a tool for managing hypertension. The effectiveness of telemedicine depends on patients' ability to adhere to schedules of home monitoring and case management. Participants with uncontrolled hypertension in the intervention arm of a randomized trial who completed 6 months of follow‐up were included in this analysis. They were asked to measure their blood pressure (BP) a minimum of 6 times per week using a telemonitor that transmitted the readings to their pharmacist case manager. Hypertensive patients in this study had high adherence to telemonitoring (73% took at least 6 BP readings per week) and phone visits (88% of expected visits were attended). In a multivariate analysis, older age, male sex, and some college education predicted better telemonitoring adherence. White non‐Hispanic race/ethnicity predicted better adherence to phone visits with pharmacist case managers. Telemonitoring adherence and phone adherence were highly correlated; participants who did not send readings on schedule were more likely to skip at least one phone visit with their pharmacist case manager. The findings from this analysis indicate that hypertensive patients in this study were able to achieve and maintain high adherence to both the telemonitoring and the phone case management visits.",
92357179,https://sysrev.com/p/121730/article/92357179,Pharmacist-based antihypertensive medication review and assignment of morning versus evening dosing of once-daily antihypertensive medications: a pilot study to assess feasibility and efficacy in chronic kidney disease patients,"Clinical and experimental hypertension (New York, N.Y. : 1993)","Smith, JR; Hillman, L; Drawz, PE","Evening dosing of antihypertensive medications lowers nighttime blood pressure, and in one large randomized trial, it reduced the risk for cardiovascular outcomes. However, the feasibility of nighttime dosing in routine clinical practice is unknown. The purpose of this pilot study was to evaluate the effect of a brief pharmacist intervention to assign patients to take antihypertensive medications at specific times of the day. In this pilot, randomized controlled trial, 79 patients with moderate to severe chronic kidney disease (CKD) taking one or more antihypertensive medications once daily were randomized to take one once‐daily antihypertensive either in the morning or in the evening. A total of 79 patients were randomized (39 to morning dosing, 40 to evening dosing). Average (SD) age was 56.5 (14) years, 68% were male, and average (SD) estimated glomerular filtration rate (eGFR) was 36.6 (8.9) mL/min/1.73m2. Adherence, defined as taking the once‐daily medication at the time indicated six or seven times in the last 7 days and not taking it at any other time during the day, was 91% in the morning arm and 95% in the evening arm (p = 0.57). This pilot demonstrates the feasibility and efficacy of a pharmacist‐physician collaborative to assign once���daily antihypertensive medications to either morning or evening dosing.",
92357180,https://sysrev.com/p/121730/article/92357180,An Academic-Community Collaboration to Deliver Medication Therapy Management (MTM) Services to Patients Living in Rural Counties of a Southwestern State in  the United States.,J Pharm Pract,"Axon, David Rhys; Johnson, Melissa; Abeln, Brittany; Forbes, Stephanie; Anderson, Elizabeth J.; Taylor, Ann M.; Aseret-Manygoats, Teresa; Warholak, Terri; Hall-Lipsy, Elizabeth","BACKGROUND: Patients living in rural communities often experience pronounced health disparities, have a higher prevalence of diabetes and hypertension, and  poorer access to care compared to urban areas. To address these unmet healthcare  service needs, an established, academic-based MTM provider created a novel,  collaborative program to provide comprehensive, telephonic services to patients  living in rural Arizona counties. OBJECTIVE: This study assessed the program  effectiveness and described differences in health process and outcome measures  (e.g., clinical outcomes, gaps in care for prescribed medications,  medication-related problems) between individuals residing in different  rural-urban commuting area (RUCA) groups (urban, micropolitan, and small town) in  rural Arizona counties. METHODS: Subjects eligible for inclusion were 18 years or  older with diabetes and/or hypertension, living in rural Arizona counties. Data  were collected on: demographic characteristics, medical conditions, clinical  values, gaps in care, medication-related problems (MRPs), and health promotion  guidance. Subjects were analyzed using 3 intra-county RUCA levels (i.e., urban,  micropolitan, and small town). RESULTS: A total of 384 patients were included  from: urban (36.7%), micropolitan (19.3%) and small town (44.0%) areas. Positive  trends were observed for clinical values, gaps in care, and MRPs between initial  and follow-up consultations. Urban dwellers had significantly lower average SBP  values at follow-up than those from small towns (p < 0.05). A total of 192 MRPs  were identified; 75.0% were resolved immediately or referred to providers and  16.7% were accepted by prescribers. CONCLUSION: This academic-community  partnership highlights the benefits of innovative collaborative programs, such as  this, for individuals living in underserved, rural areas.",
92357183,https://sysrev.com/p/121730/article/92357183,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services.,American Journal of Health-System Pharmacy,"MIGLIOZZI, DANIEL R.; ZULLO, ANDREW R.; COLLINS, CHRISTINE; ELSAID, KHALED A.","Purpose. The implementation and outcomes of a program combining electronic home blood pressure monitoring (HBPM) and pharmacist-provided medication therapy management (MTM) services in a renal transplantation clinic are described. Summary. Patients enrolled in the program were provided with a computer-enabled blood pressure monitor. A dedicated renal transplantation pharmacist was integrated into the renal transplantation team under a collaborative care practice agreement. The collaborative care agreement allowed the pharmacist to authorize medication additions, deletions, and dosage changes. Comprehensive disease and blood pressure education was provided by a clinical pharmacist. In the pretrans-plantation setting, the pharmacist interviewed the renal transplant candidate and documents allergies, verified the patient's medication profile, and identified and assessed barriers to medication adherence. A total of 50 renal transplant recipients with at least one recorded home blood pressure reading and at least one year of follow-up were included in our analysis. A significant reduction in mean systolic and diastolic blood pressure values were observed at 30, 90,180, and 360 days after enrollment in the program (p < 0.05). Pharmacist interventions were documented for 37 patients. Medication-related problems accounted for 46% of these interventions and included dosage modifications, regimen changes, and mitigation of barriers to medication access and adherence. Conclusion. Implementation of electronic HBPM and pharmacist-provided MTM services implemented in a renal transplant clinic was associated with sustained improvements in blood pressure control. Incorporation of a pharmacist in the renal transplant clinic resulted in the detection and resolution of medication-related problems.",
92357186,https://sysrev.com/p/121730/article/92357186,Medication Therapy Management: 10 Years of Experience in a Large Integrated Health Care System.,J Manag Care Spec Pharm,"de Oliveira, Djenane Ramalho; Brummel, Amanda R.; Miller, David B.","BACKGROUND: Medication therapy management (MTM) was officially recognized by the federal government in the Medicare Prescription Drug, Improvement, and  Modernization Act of 2003, which requires Medicare Part D plans that offer  prescription drug coverage to establish MTM programs (MTMPs) for eligible  beneficiaries. Even though the term ""MTM"" was first used in 2003, pharmacists  have provided similar services since the term ""pharmaceutical care"" was  introduced in 1990. Fairview Health Services, a large integrated health care  system, implemented a standardized pharmaceutical care service system in 1998,  naming it a pharmaceutical care-based MTM practice in 2006. OBJECTIVE: To present  the clinical, economic, and humanistic outcomes of 10 years of delivering MTM  services to patients in a health care delivery system. METHODS: Data from MTM  services provided to 9,068 patients and documented in electronic therapeutic  records were retrospectively analyzed over the 10-year period from September 1998  to September 2008 in 1 health system with 48 primary care clinics. Patients  eligible for MTM services were aged 21 years or older and either paid for MTM out  of pocket or met their health care payer's criteria for MTM reimbursement; the  criteria varied for Medicaid, Medicare, and commercially insured enrollees. All  MTM was delivered face to face. Health data extracted from the electronic  therapeutic record by the present study's investigators included patient  demographics, medication list, medical conditions, drug therapy problems  identified and addressed, change in clinical status, and pharmacist-estimated  cost savings. The clinical status assessment was a comparison of the first and  most recent MTM visit to measure whether the patient achieved the goals of  therapy for each medical condition (e.g., the blood pressure of a patient with  diabetes and hypertension will be less than 130/80 millimeters mercury [mmHg] in  1 month; the patient with allergic rhinitis will be relieved of his complaints of  nasal congestion, runny nose, and eye itching within 5 days). Goals were set  according to evidence-based literature and patient-specific targets determined  cooperatively by pharmacists, patients, and physicians. Cost-savings calculations  represented MTM pharmacists' estimates of medical services (e.g., office visits,  laboratory services, urgent care visits, emergency room visits) and lost work  time avoided by the intervention. All short-term (3-month) estimated health care  savings that resulted from addressing drug therapy problems were analyzed. The  expenses of these avoided services were calculated using the health system's  contracted rates for services provided in the last quarter of 2008. The return on  investment (ROI) was calculated by dividing the pharmacist-estimated savings by  the cost of MTM services in 2008 (number of MTM encounters times the average cost  of an MTM visit). The humanistic impact of MTM services was assessed using the  results from the second patient satisfaction survey administered in 2008 (new  patients seen from January through December 2008) for the health system's MTM  program. RESULTS: A total of 9,068 patient records were in the documentation  system as of September 30, 2008. During the 10-year period, there were 33,706  documented encounters (mean 3.7 encounters per patient). Of 38,631 drug therapy  problems identified and addressed by MTM pharmacists, the most frequent were a  need for additional drug therapy (n = 10,870, 28.1%) and subtherapeutic dosage (n  = 10,100, 26.1%). In the clinical status assessment of the 12,851 medical  conditions in 4,849 patients who were not at goal when they enrolled in the  program, 7,068 conditions (55.0%) improved, 2,956 (23.0%) were unchanged, and  2,827 (22.0%) worsened during the course of MTM services. Pharmacist-estimated  cost savings to the health system over the 10-year period were $2,913,850 ($86  per encounter) and the total cost of MTM was $2,258,302 ($67 per encounter), for  an estimated ROI of $1.29 per $1 in MTM administrative costs. In the patient  satisfaction survey, 95.3% of respondents agreed or strongly agreed that their  overall health and well-being had improved because of MTM. CONCLUSION: Pharmacist  estimates of the impact of an MTM program in a large integrated health care  system suggest that the program was associated with improved clinical outcomes  and cost savings. Patient satisfaction with the program was high. DISCLOSURES:  There was no external funding for this manuscript. The 3 authors are employees of  Fairview Pharmacy Services. Ramalho de Oliveira had primary responsibility for  the concept and design, writing, and revision of the manuscript, with the  assistance of Brummel and Miller. Ramalho de Oliveira performed the data  collection, and all 3 authors shared equally in data interpretation.",
92357187,https://sysrev.com/p/121730/article/92357187,Assessment of the Impact of Pharmacist-led Transitions of Care Services in a Primary Health Center.,Hospital Pharmacy,"Njonkou, Gaelle; Gbadamosi, Kikelola; Muhammad, Sheheryar; Chughtai, Imran; Le, Giang; Fabayo, Adenrele; Tran, Haijing; Lam, Beatrix; Senay, Meriam; DeLaine, Letitia; McSwain, Chelsea; Price, DeAngelo","Background: The impact of pharmacist-led transition of care services with collaborative drug therapy management has shown to improve patients' outcomes and decrease health costs. Compelling statistics show higher readmission rates for under-insured patients compared with insured patients at primary health care clinics. Methods: This is a single center, prospective, cohort study designed to examine team-based collaborative drug therapy management and its effect on therapeutic outcomes of under-insured patients with target chronic diseases managed in a primary health center. Targeted chronic diseases included dyslipidemia, diabetes, hypertension, anticoagulation disorders, chronic obstructive pulmonary disease, and heart failure. The primary outcome measures included percentage of time in therapeutic international normalized ratio (INR) and percentage of patients at targeted goals of blood pressure, lipids, and hemoglobin A1c (HbA1c). Secondary outcomes included reduced emergency department visits, number of patient encounters, hospital readmissions within 30 days of discharge, and disease exacerbation rates. Results: Patients were at INR goal 58% of the time compared with 52% at baseline (P =.66). There was a 9% improvement in mean HbA1c in the intervention group when compared with baseline (9.6% vs 10.9%, P =.03). With pharmacist intervention, 73.8% of the patients had their blood pressure at goal compared with 50% at baseline (P =.14). A limited number of patients were readmitted for different reasons, including uncontrolled disease states. Conclusions: The pharmacist-physician collaborative drug therapy management led to improved blood pressure control, average HbA1c, and time in therapeutic INR range. A decrease in health care utilization was also identified.",
92357190,https://sysrev.com/p/121730/article/92357190,Economic assessment of changes to an existing medication therapy management program of a large regional health plan.,J Manag Care Spec Pharm,"Peasah, Samuel K.; Hammonds, Tracy; Liu, Yushu; Campbell, Vanessa; Manolis, Chronis; Good, Chester B.","BACKGROUND: Although medication therapy management (MTM) has specific eligibility criteria and is mandated for specific Medicare Part D enrollees, some health  plans have expanded MTM eligibility beyond the minimum criteria to include other  Medicare Part D enrollees, Medicaid, and commercial health plan patients.  Differences exist in the mode of delivery, location of services, type of  personnel involved in managing the service, and the subsequent outcomes. The type  and intensity of MTM services delivered have evolved with time to more  streamlined and robust interventions, necessitating ongoing evaluation of the  effect on clinical and economic outcomes. OBJECTIVE: To assess the effect of  changes to an existing MTM program on cost of care, utilization, and medication  adherence. METHODS: UPMC Health Plan made changes to an existing MTM program by  expanding eligibility (customized by the type of health plan), intervention  types, pharmacist involvement, and patient followup contacts. After matching our  intervention cohort (identified January 2017-June 2018) with the pre-2016 MTM  historical controls (patients identified January 2014-June 2015 who would have  been eligible if we used the intervention cohort eligibility criteria), we  estimated that the effect of the program changes with a difference-in-difference  model (preintervention [2014-2016] and postintervention [2017-2019]). Outcomes of  interest included cost (total cost of care including medical, pharmacy, and  unplanned care [i.e., unscheduled health care use such as emergency department  visits] in 2017 U.S. dollars); utilization; medication adherence (proportion of  days covered); and return on investment (ROI). Target population included  continuously enrolled patients aged ≥ 21 years in the commercial, Medicare, and  Medicaid health plans. RESULTS: Total propensity score-matched members was  10,747, 55% of which were in the historic control group. The average (SD) ages  after matching the groups were similar (historical control group: 57.08 years  [14.23], intervention group: 56.79 years [14.21]) and the majority was female  (57%). Comorbidities identified most for patients included hypertension (77%),  dyslipidemia (70%), and diabetes (52%). Forty-one percent were in the commercial,  37% in the Medicaid, and 23% in the Medicare health plans. Proportion of care  activities undertaken in the intervention period compared with the control period  were significantly different: ""sent letter to physician"" (67% vs. 87%), ""sent  letter to member"" (15% vs. 0%), ""pharmacist phone call to physician"" (15% vs.  0.1%), and ""pharmacist phone call to member"" (13% vs. 7%). There were  statistically significant reductions in unplanned care across all health plans  especially in the Medicare population, in total cost of care, and increases in  medication adherence in 4 therapeutic classes: anticoagulants (OR = 1.25, P =  0.005), cardiac medications (OR = 1.20, P < 0.001), statins (OR = 1.21, P <  0.001), and antidepressants (OR = 1.15, P < 0.001). There was a positive ROI of  $18.50 per dollar spent, which equated to a cumulative net savings of $11 million  over 24 months. CONCLUSIONS: In a large health plan, expanding MTM eligibility,  intensifying patient follow-up contact and pharmacist involvement, and improving  provider awareness had favorable clinical and economic benefits. DISCLOSURES:  There was no funding for this project except employees' time. All authors are  employees of UPMC and have no conflicts of interest to report.",
92357193,https://sysrev.com/p/121730/article/92357193,Evaluation of medication therapy management services for patients with cardiovascular disease in a self-insured employer health plan.,J Manag Care Pharm,"Wittayanukorn, Saranrat; Westrick, Salisa C.; Hansen, Richard A.; Billor, Nedret; Braxton-Lloyd, Kimberly; Fox, Brent I.; Garza, Kimberly B.","BACKGROUND: Cardiovascular disease (CVD) is a major cause of mortality in the United States, representing the highest total expenditures among major diseases.  To improve CVD-associated outcomes, medication therapy management (MTM) services  have been included in essential health benefit packages offered by various health  plans. Nevertheless, the impact of such MTM services on outcomes is still  unclear, especially from the perspective of the self-insured employer.   OBJECTIVES: To (a) compare economic outcomes between patients who received and  those who did not receive MTM services from the self-insured employer's  perspective and (b) compare clinical outcomes before and after receiving MTM  services.  METHODS: This study consisted of 2 pre- and post-retrospective  designs: (1) a cohort study with comparison groups and (2) a cohort study within  group comparison. Patients were beneficiaries aged 19 years or older who were  diagnosed with CVD conditions according to ICD-9-CM codes and continuously  enrolled in a public university-sponsored insurance plan between 2008-2010.  Patients were divided into MTM and non-MTM groups. The first MTM encounter was  assigned as the index date for the MTM group. Match-paired patients who did not  receive MTM services were randomly assigned the index date based on age category,  gender, and comorbidity. Measures for pharmacy, medical, and total expenditures  were obtained from medical and pharmacy claims. Paired t-tests and independent  t-tests using data generated from 1000 bootstraps compared mean cost difference  within and between groups. The return on investment (ROI) was calculated by  dividing the average net benefit from MTM services by the average cost of MTM  services. Clinical parameters, including blood pressure (BP) and body mass index  (BMI), were retrieved from electronic medical records from a pharmacist-provided  clinic where MTM services took place. Paired-t tests were used to compare the  mean difference between baseline and endpoint values. Further, this study  examined changes in the proportion of patients who achieved an individualized  treatment goal for BP and BMI. The study also quantified the improvement in  disease stages after the index date using the McNemar's test. Statistical  analyses were performed by using SAS software version 9.2 with statistical  significance level of 0.05.   RESULTS: A total of 63 patients and 62 match-paired  patients were included in the MTM group and the non-MTM group, respectively. The  mean cost (SD) per patient in the MTM group during the 6 months post-index period  for CVD-related pharmacy, all-cause medical, and total expenditures was lower  than the 6 months pre-index period by $22.0 (19.1), $79.2 (99.6), and $75.1  (136.2), respectively. In contrast, the mean cost (SD) for the non-MTM group  increased during the 6 months post-index date by $10.7 (24.2), $246.4 (248.4),  and $289.0 (269.5) for pharmacy, medical, and total  expenditure, respectively.  When comparing the 2 groups, the MTM group had statistically significantly lower  costs per patient for pharmacy expenditures (difference of -31.9 ± 25.1, P  less  than  0.0001), medical expenditures (difference of -$325.6 ± 271.2, P  less than  0.0001), and total direct expenditures (difference of -$359.3 ± 219.2, P  less  than  0.0001). Given the net benefit of MTM services ($359.3) and the average  cost of MTM service ($134.6), the ROI was $1.67 per $1 in MTM cost. Regarding  clinical outcomes, while no statistically significant differences were observed  in clinical outcomes, MTM services demonstrated clinical benefits. At the  post-index period, the percentage of patients who had achieved their goals  increased from 55% to 70% for BP and from 13.0% to 21.7% for normal BMI compared  with the pre-index period. In terms of the extent of improvement in disease  stages, clinical improvements in the stages of hypertension (χ2 =12.77, P  less  than  0.05) as well as BMI (χ2 =6.39, P  less than  0.05) at the endpoint were  observed.  CONCLUSIONS: Cardiovascular-related pharmacy, all-cause medical, and  total expenditures were statistically lower among beneficiaries who received MTM  services compared with those who did not. In addition, MTM services had a  positive ROI and demonstrated clinical significances by the increasing number of  patients who achieved treatment goals and improved disease stages for  hypertension and BMI.",
92357194,https://sysrev.com/p/121730/article/92357194,Pharmacist intervention for blood pressure control: medication intensification and adherence.,J Am Soc Hypertens,"Gums, Tyler H.; Uribe, Liz; Vander Weg, Mark W.; James, Paul; Coffey, Christopher; Carter, Barry L.","The objective of this study was to describe medication adherence and medication intensification in a physician-pharmacist collaborative management (PPCM) model  compared with usual care. This study was a prospective, cluster, randomized study  in 32 primary care offices from 15 states. The primary outcomes were medication  adherence and anti-hypertensive medication changes during the first 9 months of  the intervention. The 9-month visit was completed by 539 patients, 345 of which  received the intervention. There was no significant difference between  intervention and usual care patients in regards to medication adherence at  9 months. Intervention patients received significantly more medication changes  (4.9 vs.1.1; P = .0003) and had significantly increased use of diuretics and  aldosterone antagonists when compared with usual care (P = .01).The PPCM model  increased medication intensification; however, no significant change in  medication adherence was detected. PPCM models will need to develop non-adherence  identification and intervention methods to further improve the potency of the  care team.",
92357195,https://sysrev.com/p/121730/article/92357195,The Mississippi Delta Health Collaborative Medication Therapy Management Model: Public Health and Pharmacy Working Together to Improve Population Health in the  Mississippi Delta.,Prev Chronic Dis,"Ross, Leigh Ann; Bloodworth, Lauren S.; Brown, Meagan A.; Malinowski, Scott S.; Crane, Rebecca; Sutton, Victor; Karimi, Masoumeh; Dove Brown, A. Cassandra; Dobbs, Thomas; Hites, Lisle","INTRODUCTION: The Mississippi Delta has high rates of chronic disease and is known for its poor health outcomes and health disparities. The University of  Mississippi School of Pharmacy (UMSOP) and the Mississippi State Department of  Health partnered in 2009 through the Mississippi Delta Health Collaborative to  reduce health disparities and improve clinical outcomes by expanding the UMSOP's  evidence-based medication therapy management (MTM) initiative, focused in  Mississippi's 18-county Delta region, to federally qualified health centers  (FQHCs) in 4 of those counties. METHODS: Between January 2009 and August 2018,  the MTM initiative targeted FQHC patients aged 18 years or older with a diagnosis  of diabetes, hypertension, and/or dyslipidemia. Pharmacists initially met  face-to-face with patients to review all medications, provide education about  chronic diseases, identify and resolve drug therapy problems, and take  appropriate actions to help improve the effectiveness of medication therapies.  Clinical parameters evaluated were systolic blood pressure (SBP), diastolic blood  pressure (DBP), total cholesterol, low-density lipoprotein (LDL) cholesterol,  triglycerides, and hemoglobin A(1c) (HbA(1c)). RESULTS: The analysis included 335  patients with hypertension (n = 287), dyslipidemia (n = 131), and/or diabetes (n  = 331). Significant mean reductions occurred in the following metrics: SBP (7.1  mm Hg), DBP (6.3 mm Hg), LDL cholesterol (24.9 mg/dL), triglycerides (45.5  mg/dL), total cholesterol (37.7 mg/dL), and HbA(1c) (1.6% [baseline ≥6%] and 1.9%  [baseline ≥9%]). CONCLUSION: Despite the cultural and environmental disadvantages  present in the Mississippi Delta, the integrated MTM treatment program  demonstrated significant health improvements across 3 chronic diseases:  hypertension, dyslipidemia, and diabetes. This model demonstrates that a  partnership between public health and pharmacy is a successful and innovative  approach to care.",
92357198,https://sysrev.com/p/121730/article/92357198,A multimodal blood pressure control intervention in 3 healthcare systems.,Am J Manag Care,"Magid, David J.; Ho, P. Michael; Olson, Kari L.; Brand, David W.; Welch, Lesley K.; Snow, Karen E.; Lambert-Kerzner, Anne C.; Plomondon, Mary E.; Havranek, Edward P.","OBJECTIVE: To determine if a multimodal intervention composed of patient education, home blood pressure (BP) monitoring, BP measurement reporting to an  interactive voice response (IVR) phone system, and clinical pharmacist follow-up  improves BP control compared with usual care. STUDY DESIGN: Prospective study  with patient enrollment, medication consultation and adjustment, remote BP  monitoring, and follow-up at 6 months. METHODS: This randomized controlled trial  was conducted at 3 healthcare systems in Denver, Colorado, including a large  health maintenance organization, a Veterans Affairs medical center, and a county  hospital. At each site, patients with uncontrolled BP were randomized to the  multimodal intervention vs usual care for 6 months, with the primary end point of  BP reduction. RESULTS: Of 338 patients randomized, 283 (84%) completed the study,  including 138 intervention patients and 145 usual care patients. Baseline BP was  higher in the intervention group vs the usual care group (150.5/89.4 vs  143.8/85.3 mm Hg). At 6 months, BPs were similar in the intervention group vs the  usual care group (137.4 vs 136.7 mm Hg, P = .85 for systolic; 82.9 vs 81.1 mm Hg,  P = .14 for diastolic). However, BP reductions were greater in the intervention  group vs the usual care group (−13.1 vs −7.1 mm Hg, P = .006 for systolic; −6.5  vs −4.2 mm Hg, P = .07 for diastolic). Adherence to medications was similar  between the 2 groups, but intervention patients had a greater increase in  medication regimen intensity. CONCLUSIONS: A multimodal intervention of patient  education, home BP monitoring, BP measurement reporting to an IVR system, and  clinical pharmacist follow-up achieved greater reductions in BP compared with  usual care.",
92357199,https://sysrev.com/p/121730/article/92357199,Enhancing diabetes care with community pharmacist-involved collaborative care model: A multi-centre randomised controlled trial.,Diabetes Research & Clinical Practice,"Lum, Zheng Kang; Chang, Kai Li; Tsou, Keith Yu-Kei; Tan, Jia Yeong; Wong, Cynthia Sze Mun; Kok, Zi Yin; Kwek, Sing Cheer; Gallagher, Paul John; Lee, Joyce Yu-Chia","Aim: To evaluate the clinical and humanistic outcomes of a community pharmacist-involved collaborative care model in diabetes management.Methods: This was a parallel arm, open-label, multi-centre randomized controlled trial conducted over 6 months. Subjects with type 2 diabetes, HbA1c ≥ 7.0% (53 mmol/mol) and taking ≥ 5 medications were included. Participants were randomized into intervention (collaborative care) and control groups (physician-centric care). The intervention included medication therapy management and telephonic follow-up with visits to family physicians, nurses, and dietitians. Clinical outcomes included changes in HbA1c, systolic blood pressure (SBP), lipids, and hypoglycaemic incidences. Humanistic outcomes included self-care capabilities and quality of life. Linear mixed models were constructed. Intention-to-treat analyses, with sensitivity analyses, were conducted.Results: A total of 264 participants were randomized (intervention: 131, control: 133). Significantly greater reduction in HbA1c was observed in the intervention group (intervention: -0.32% (-3.52 mmol/mol) vs. control: -0.06% (-0.66 mmol/mol), p = 0.038). Changes in SBP, lipids, and incidences of hypoglycaemia were not significant over 6 months between both groups. Significantly greater improvements in self-management (p < 0.001) and quality of life (p = 0.003) were observed within the intervention group.Conclusion: Partnering community pharmacists in a collaborative care team improved glycaemic control, quality of life and self-care capabilities of patients with diabetes and polypharmacy.",
92357201,https://sysrev.com/p/121730/article/92357201,Design and rationale for Home Blood Pressure Telemonitoring and Case Management to Control Hypertension (HyperLink): a cluster randomized trial.,Contemp Clin Trials,"Margolis, Karen L.; Kerby, Tessa J.; Asche, Stephen E.; Bergdall, Anna R.; Maciosek, Michael V.; O'Connor, Patrick J.; Sperl-Hillen, JoAnn M.","BACKGROUND: Patients with high blood pressure (BP) visit a physician an average of 4 times or more per year in the U.S., yet BP is controlled in fewer than half.  Practical, robust and sustainable models are needed to improve BP in patients  with uncontrolled hypertension. OBJECTIVES: The Home Blood Pressure  Telemonitoring and Case Management to Control Hypertension study (HyperLink) is a  cluster-randomized trial designed to determine whether an intervention that  combines home BP telemonitoring with pharmacist case management improves BP  control compared to usual care at 6 and 12 months in patients with uncontrolled  hypertension. Secondary outcomes are maintenance of BP control at 18 months,  patient satisfaction with their health care, and costs of care. METHODS:  HyperLink enrolled 450 hypertensive patients with uncontrolled BP from 16 primary  care clinics. Eight clinics were randomized to provide usual care (UC) to their  patients (n=222) and 8 were randomized to provide the telemonitoring intervention  (TI) (n=228). TI patients received home BP telemonitors that internally store and  electronically transmit BP data to a secure database. Pharmacist case managers  adjust antihypertensive therapy based on the home BP data under a collaborative  practice agreement with the clinics' primary care teams. The length of the  intervention is 12 months, with follow-up to 18 months to determine the  durability of the intervention. CONCLUSIONS: We will test in a real primary care  setting whether combining BP telemonitoring and pharmacist case management can  achieve and maintain high rates of BP control compared to usual care.",
