Article ID,Article Title,User Name,Resolve?,Include,Exclude,User Note,Title,Journal,Authors
92215072,Instrumental variable methods to assess quality of care the marginal effects of process-of-care on blood pressure change and treatment costs,devinl,,true,Not Applicable,,Instrumental variable methods to assess quality of care the marginal effects of process-of-care on blood pressure change and treatment costs,Research in Social and Administrative Pharmacy,"Kulchaitanaroaj, Puttarin; Carter, Barry L.; Goedken, Amber M.; Chrischilles, Elizabeth A.; Brooks, John M."
92215072,Instrumental variable methods to assess quality of care the marginal effects of process-of-care on blood pressure change and treatment costs,cantres,,true,Not Applicable,,Instrumental variable methods to assess quality of care the marginal effects of process-of-care on blood pressure change and treatment costs,Research in Social and Administrative Pharmacy,"Kulchaitanaroaj, Puttarin; Carter, Barry L.; Goedken, Amber M.; Chrischilles, Elizabeth A.; Brooks, John M."
92215072,Instrumental variable methods to assess quality of care the marginal effects of process-of-care on blood pressure change and treatment costs,lalarios,,true,Not Applicable,,Instrumental variable methods to assess quality of care the marginal effects of process-of-care on blood pressure change and treatment costs,Research in Social and Administrative Pharmacy,"Kulchaitanaroaj, Puttarin; Carter, Barry L.; Goedken, Amber M.; Chrischilles, Elizabeth A.; Brooks, John M."
92215072,Instrumental variable methods to assess quality of care the marginal effects of process-of-care on blood pressure change and treatment costs,edpope,,true,Not Applicable,,Instrumental variable methods to assess quality of care the marginal effects of process-of-care on blood pressure change and treatment costs,Research in Social and Administrative Pharmacy,"Kulchaitanaroaj, Puttarin; Carter, Barry L.; Goedken, Amber M.; Chrischilles, Elizabeth A.; Brooks, John M."
92215073,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,saweber,,false, Wrong country/setting (not USA),,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,Implementation Sci,"Charrois, Theresa L; McAlister, Finlay A; Cooney, Dale; Lewanczuk, Richard; Kolber, Michael R; Campbell, Norman RC; Rosenthal, Meagen; Houle, Sherilyn KD; Tsuyuki, Ross T"
92215073,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,devinl,,false, Wrong country/setting (not USA),,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,Implementation Sci,"Charrois, Theresa L; McAlister, Finlay A; Cooney, Dale; Lewanczuk, Richard; Kolber, Michael R; Campbell, Norman RC; Rosenthal, Meagen; Houle, Sherilyn KD; Tsuyuki, Ross T"
92215073,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,cantres,,false, Wrong country/setting (not USA),,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,Implementation Sci,"Charrois, Theresa L; McAlister, Finlay A; Cooney, Dale; Lewanczuk, Richard; Kolber, Michael R; Campbell, Norman RC; Rosenthal, Meagen; Houle, Sherilyn KD; Tsuyuki, Ross T"
92215073,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,lalarios,,false, Wrong country/setting (not USA),,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,Implementation Sci,"Charrois, Theresa L; McAlister, Finlay A; Cooney, Dale; Lewanczuk, Richard; Kolber, Michael R; Campbell, Norman RC; Rosenthal, Meagen; Houle, Sherilyn KD; Tsuyuki, Ross T"
92215073,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,edpope,,false, Wrong country/setting (not USA),,Improving hypertension management through pharmacist prescribing; the rural alberta clinical trial in optimizing hypertension (Rural RxACTION): trial design and methods,Implementation Sci,"Charrois, Theresa L; McAlister, Finlay A; Cooney, Dale; Lewanczuk, Richard; Kolber, Michael R; Campbell, Norman RC; Rosenthal, Meagen; Houle, Sherilyn KD; Tsuyuki, Ross T"
92215074,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,saweber,,true,Not Applicable,,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,American Journal of Health-System Pharmacy,"Migliozzi, Daniel R.; Zullo, Andrew R.; Collins, Christine; Elsaid, Khaled A."
92215074,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,devinl,,true,Not Applicable,,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,American Journal of Health-System Pharmacy,"Migliozzi, Daniel R.; Zullo, Andrew R.; Collins, Christine; Elsaid, Khaled A."
92215074,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,cantres,,true,Not Applicable,,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,American Journal of Health-System Pharmacy,"Migliozzi, Daniel R.; Zullo, Andrew R.; Collins, Christine; Elsaid, Khaled A."
92215074,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,lalarios,,true,Not Applicable,,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,American Journal of Health-System Pharmacy,"Migliozzi, Daniel R.; Zullo, Andrew R.; Collins, Christine; Elsaid, Khaled A."
92215074,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,edpope,,true,Not Applicable,,Achieving blood pressure control among renal transplant recipients by integrating electronic health technology and clinical pharmacy services,American Journal of Health-System Pharmacy,"Migliozzi, Daniel R.; Zullo, Andrew R.; Collins, Christine; Elsaid, Khaled A."
92215075,Costs of Chronic Disease Management for Newly Insured Adults,saweber,,true,Not Applicable,,Costs of Chronic Disease Management for Newly Insured Adults,Medical Care,"Gilmer, Todd"
92215075,Costs of Chronic Disease Management for Newly Insured Adults,devinl,,true,Not Applicable,,Costs of Chronic Disease Management for Newly Insured Adults,Medical Care,"Gilmer, Todd"
92215075,Costs of Chronic Disease Management for Newly Insured Adults,cantres,,false, Wrong intervention (not CMM),,Costs of Chronic Disease Management for Newly Insured Adults,Medical Care,"Gilmer, Todd"
92215075,Costs of Chronic Disease Management for Newly Insured Adults,lalarios,,false," Wrong population (not Hypertensives/Pharmacists), Wrong intervention (not CMM)",,Costs of Chronic Disease Management for Newly Insured Adults,Medical Care,"Gilmer, Todd"
92215075,Costs of Chronic Disease Management for Newly Insured Adults,edpope,,true,Not Applicable,,Costs of Chronic Disease Management for Newly Insured Adults,Medical Care,"Gilmer, Todd"
92215076,Impact of a physician-led point of care medication delivery system on medication adherence,saweber,,false, Wrong population (not Hypertensives/Pharmacists),,Impact of a physician-led point of care medication delivery system on medication adherence,Am J Manag Care,"Palacio, Ana; Chen, Jessica; Tamariz, Leonardo; Garay, Sylvia D.; Li, Hua; Carrasquillo, Olveen"
92215076,Impact of a physician-led point of care medication delivery system on medication adherence,devinl,,false, Wrong population (not Hypertensives/Pharmacists),,Impact of a physician-led point of care medication delivery system on medication adherence,Am J Manag Care,"Palacio, Ana; Chen, Jessica; Tamariz, Leonardo; Garay, Sylvia D.; Li, Hua; Carrasquillo, Olveen"
92215076,Impact of a physician-led point of care medication delivery system on medication adherence,cantres,,false, Wrong population (not Hypertensives/Pharmacists),,Impact of a physician-led point of care medication delivery system on medication adherence,Am J Manag Care,"Palacio, Ana; Chen, Jessica; Tamariz, Leonardo; Garay, Sylvia D.; Li, Hua; Carrasquillo, Olveen"
92215076,Impact of a physician-led point of care medication delivery system on medication adherence,lalarios,,false, Wrong population (not Hypertensives/Pharmacists),,Impact of a physician-led point of care medication delivery system on medication adherence,Am J Manag Care,"Palacio, Ana; Chen, Jessica; Tamariz, Leonardo; Garay, Sylvia D.; Li, Hua; Carrasquillo, Olveen"
92215076,Impact of a physician-led point of care medication delivery system on medication adherence,edpope,,false, Wrong intervention (not CMM),,Impact of a physician-led point of care medication delivery system on medication adherence,Am J Manag Care,"Palacio, Ana; Chen, Jessica; Tamariz, Leonardo; Garay, Sylvia D.; Li, Hua; Carrasquillo, Olveen"
92215077,Pharmacist-provided diabetes management and education via a telemonitoring program,saweber,,true,Not Applicable,,Pharmacist-provided diabetes management and education via a telemonitoring program,Journal of the American Pharmacists Association,"Shane-McWhorter, Laura; McAdam-Marx, Carrie; Lenert, Leslie; Petersen, Marta; Woolsey, Sarah; Coursey, Jeffrey M.; Whittaker, Thomas C.; Hyer, Christian; LaMarche, Deb; Carroll, Patricia; Chuy, Libbey"
92215077,Pharmacist-provided diabetes management and education via a telemonitoring program,devinl,,true,Not Applicable,,Pharmacist-provided diabetes management and education via a telemonitoring program,Journal of the American Pharmacists Association,"Shane-McWhorter, Laura; McAdam-Marx, Carrie; Lenert, Leslie; Petersen, Marta; Woolsey, Sarah; Coursey, Jeffrey M.; Whittaker, Thomas C.; Hyer, Christian; LaMarche, Deb; Carroll, Patricia; Chuy, Libbey"
92215077,Pharmacist-provided diabetes management and education via a telemonitoring program,cantres,,true,Not Applicable,,Pharmacist-provided diabetes management and education via a telemonitoring program,Journal of the American Pharmacists Association,"Shane-McWhorter, Laura; McAdam-Marx, Carrie; Lenert, Leslie; Petersen, Marta; Woolsey, Sarah; Coursey, Jeffrey M.; Whittaker, Thomas C.; Hyer, Christian; LaMarche, Deb; Carroll, Patricia; Chuy, Libbey"
92215077,Pharmacist-provided diabetes management and education via a telemonitoring program,lalarios,,true,Not Applicable,,Pharmacist-provided diabetes management and education via a telemonitoring program,Journal of the American Pharmacists Association,"Shane-McWhorter, Laura; McAdam-Marx, Carrie; Lenert, Leslie; Petersen, Marta; Woolsey, Sarah; Coursey, Jeffrey M.; Whittaker, Thomas C.; Hyer, Christian; LaMarche, Deb; Carroll, Patricia; Chuy, Libbey"
92215077,Pharmacist-provided diabetes management and education via a telemonitoring program,edpope,,true,Not Applicable,,Pharmacist-provided diabetes management and education via a telemonitoring program,Journal of the American Pharmacists Association,"Shane-McWhorter, Laura; McAdam-Marx, Carrie; Lenert, Leslie; Petersen, Marta; Woolsey, Sarah; Coursey, Jeffrey M.; Whittaker, Thomas C.; Hyer, Christian; LaMarche, Deb; Carroll, Patricia; Chuy, Libbey"
